1	4213039.39327	1958460.47494
2	4252311.90938	2011934.37726
3	5023548.01262	1920208.48159
4	4370735.50292	2211524.55095
5	4272943.28307	2184718.83082
6	4278556.02417	2158696.13851
7	4249027.97386	2036399.51849
8	3744496.23137	3122596.23805
9	4293487.14009	3713151.09744
10	4333624.71131	3779499.92474
11	4474379.01339	3445970.73263
12	4378998.66001	3428411.57811
13	4771374.28258	3513943.81036
14	5276701.49806	1876780.83786
15	4173562.58656	1975590.14537
16	4231752.80356	1794871.96332
17	4233714.74331	1772146.43659
18	4792615.36266	1566331.80796
19	4762426.38473	1620484.24621
20	4857284.99572	1719738.9746
21	4938797.95063	1801808.67857
22	4889906.86738	1859339.64753
23	4835231.9616	1906020.27375
24	5017911.65219	1921406.87844
25	4990154.94944	1973683.91169
26	5000535.8773	1980734.75389
27	4889553.28812	1968941.14014
28	4891911.07966	2023652.54161
29	4843297.22349	2020664.73347
30	4794515.69675	2044903.31167
31	4740032.78338	2015406.72312
32	4670028.58752	1996945.46062
33	4644387.89841	2017904.56877
34	4619922.11604	2048512.74005
35	4728268.07322	2096861.48163
36	4559691.37033	2043109.72401
37	4558032.82382	2070097.45748
38	4549886.7782	2077864.22763
39	4634200.63609	2166062.14728
40	4597212.74734	2196617.77464
41	4508387.77461	2090254.76347
42	4469602.20902	2116266.70959
43	4463225.89918	2131780.59215
44	3487702.15943	2511573.00495
45	3618561.10335	2376907.84049
46	3680918.91574	2280776.14551
47	3720422.39088	2771046.49176
48	3708982.83281	2763827.76744
49	3715431.23448	2756333.97046
50	3778965.49269	2810135.12921
51	3968222.04339	2294486.23686
52	4009386.77662	2457907.06178
53	4065104.86032	2460474.0842
54	3944036.48228	2518633.6421
55	4047854.24119	2491768.7485
56	3964353.24334	2479955.10233
57	3917611.47335	2402401.02066
58	3902721.4171	2324641.1626
59	3928222.55759	2446591.72924
60	3912695.05899	2484636.68328
61	3874920.88012	2565906.3535
62	3968616.33348	2525982.68533
63	3877983.22196	2843034.66076
64	4036872.23101	2831057.10537
65	3920987.08576	2946858.92165
66	4038857.54784	2843735.74851
67	3850325.13736	2785333.92821
68	3866343.79354	2798818.02987
69	3927753.58845	2981172.47954
70	3950945.52456	3000082.05861
71	3933371.55891	2993015.27155
72	3804788.38894	2736889.00713
73	3823299.32711	2739613.10249
74	3793396.60085	2761033.70559
75	3832945.96451	2893836.2655
76	3799653.37026	2947580.73303
77	3742910.88297	2944607.65366
78	4317862.12898	3785909.01093
79	4258905.74148	3595100.87656
80	4463387.20826	3451564.04532
81	4465771.37754	3442137.70476
82	4428333.89476	3383566.61183
83	4477017.89346	3332652.5678
84	4465214.21344	3332881.71804
85	4573936.90085	3305826.72481
86	4569214.29092	3292511.63415
87	4500997.60065	3388708.99327
88	4231705.56168	3319694.38329
